"Health Center Name","City","State","Total Patients","Children (< 18 years old)","Adult (18 - 64)","Older Adults (age 65 and over)","Racial and/or Ethnic Minority","Hispanic/Latino Ethnicity","Black/African American","Asian","American Indian/Alaska Native","Native Hawaiian / Other Pacific Islander","More than one race","Best Served in another language","year","category","Patients at or below 200% of poverty","Patients at or below 100% of poverty","Uninsured","Medicaid/CHIP","Medicare","Other Third Party","Hypertension","Diabetes","Asthma","HIV","Prenatal Patients","Prenatal Patients who Delivered","Access to Prenatal Care (First Prenatal Visit in 1st Trimester)","Low Birth Weight","Cervical Cancer Screening","Adolescent Weight Screening and Follow Up","Adult Weight Screening and Follow Up","Adults Screened for Tobacco Use and Receiving Cessation Intervention","Colorectal Cancer Screening","Childhood Immunization","Depression Screening","Dental Sealants","Asthma Treatment (Appropriate Treatment Plan)","Statin Therapy for the Prevention and Treatment of Cardiovascular Disease","Heart Attack/Stroke Treatment (Aspirin Therapy for Ischemic Vascular Disease Patients)","Blood Pressure Control (Hypertensive Patients with Blood Pressure < 140/90)","Uncontrolled Diabetes > 9%","HIV Linkage to Care","Breast Cancer Screening","Depression Remission","HIV Screening","Health Center Service Grant Expenditures","Total Cost","Total Cost Per Patient","Medical","Dental","Mental Health","Substance Abuse","Vision","Enabling"
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2336439","21086948","1892.05455361149",NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6795890","39295198","1030.61262064624",NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1681073","8067357","694.862790697674",NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3421752","5317551","1806.84709480122",NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3580994","14869719","1142.06751152074",NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2177017","4015275","1089.33125339121",NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2222681","36221361","1707.50770753783",NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1924062","10377317","2759.92473404255",NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1597606","11035300","1278.71378910776",NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981512","7775385","2127.9105090312",NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1886601","6996008","904.695202379413",NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3107757","8568158","1426.83730224813",NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2834570","7479620","1069.58672958673",NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1945274","6475948","1616.96579275905",NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2601098","8082115","999.766823354775",NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1901533","15453287","1034.70284566455",NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2600957","20475035","1999.51513671875",NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9190442","39988473","1278.11784447214",NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1674346","8067358","1112.89253690164",NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4582804","6172261","1493.40938785386",NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3700957","16848232","1159.94712564544",NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2420638","6110158","1611.75362701134",NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2282328","38001976","1790.26598200405",NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2064490","12577040","3226.53668547973",NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1762322","12444254","1097.86096162329",NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1766464","9454399","2755.58117167007",NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2403478","7731476","997.481099213005",NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2692318","7432987","1336.14722272155",NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3415288","8220320","1154.5393258427",NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959213","8628699","2066.75425149701",NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2956088","10133072","1122.40496233939",NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"830066","14540234","1373.14515062801",NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2454881","20742435","1950.76036866359",NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10826923","48288100","1437.35972614972",NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1675130","9427581","1428.42136363636",NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4286156","5703991","1764.30281472317",NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3567050","17656668","1231.28786610879",NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2311397","6975215","1708.35537594906",NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2536219","43089149","2043.68948017454",NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1584700","12169227","2812.39357522533",NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1733679","13091885","1217.17041651171",NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1615785","11442874","3395.5115727003",NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985077","8398621","1108.43618846509",NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2830113","7564434","1311.90322580645",NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3085964","7609147","1271.36959064327",NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1825062","9797221","2242.95352564103",NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2886827","10805568","1088.72221662469",NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1777316","13013338","1558.11039272031",NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2707578","21029033","2114.53323278029",NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18186915","51378060","1408.38980263158",NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2274756","9642212","1422.78471299985",NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3849649","8870969","2195.78440594059",NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3531597","16729368","1185.97532964696",NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2289115","7788309","1606.16807589194",NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2790386","47059824","2073.8508725542",NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015282","13102440","3042.12677037381",NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1608882","14342368","1257.66117151877",NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1891028","14105578","3725.7205493925",NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2251860","9184129","1162.4008353373",NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3542813","7132319","1129.78282908285",NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3033076","9238454","1630.50723614543",NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974462","11107436","2518.69297052154",NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2842943","11933406","1068.53563753582",NA,NA,NA,NA,NA,NA
